# f1	f2
46.0974392036501 -29.4287331700352
-32.5334958801912 -21.3217827003313
29.9601039374247 -28.9346663082232
-14.6565440456418 -24.6866535694529
105.332572805605 -32.1435155086202
57.1326527762262 -29.8024726166156
-24.7552327367956 -23.0144948856575
120.27611175746 -33.0138804007827
-4.68436647772798 -25.6513225121523
36.021717827273 -29.0712841586191
119.685939786194 -32.854431626218

6.62963720655814 -23.687192157537
13.3733374148156 -25.5633391088025
-11.7851297141208 -18.1741045666114
6.91784043907093 -23.9342015850572
19.0768069437491 -27.0947066310258
19.7678721515878 -27.7133479492967
-19.6097369309685 -15.9922930558023
70.0504863586527 -35.1581564998845
-8.49985081585552 -18.5817490069064
4.59540042112245 -23.0004294393321
-8.78126695158161 -18.3884971973657
-19.1290598603631 -17.1088816508488
-2.76933644091612 -22.4426107826103
-7.46906607333592 -19.0513452701588
-7.92643261015223 -18.6975541702053
5.7957803178161 -23.1337652044219
-26.9617724175537 -14.4605633858925
45.3316462994028 -33.4655716479608
27.0416033588495 -29.5776615841489
-6.3510335994811 -21.7123074880101
-24.8096592097022 -15.4893962908845
34.8489372536598 -30.66641113168
3.27745847221722 -22.9716269231534
4.95774855563458 -23.0465794838901
-27.2703883272727 -13.6771977696092
65.5451717358507 -34.8537631146587
1.66663794352312 -22.6101695198784
-18.4770173848225 -17.2629245986918
-5.12498659748977 -22.098054897566
-8.37414074549132 -18.5978655772813
9.0658863190354 -24.278703050316
-26.0225220055307 -14.6678323731384
42.7547601766354 -32.2691135660661
31.2305940492714 -29.8400685802059
21.9884320783257 -28.8861433389118
-6.48701271853081 -19.3429727558289
15.9088198586225 -26.4552459120469
11.2350089722505 -24.5361562124133
12.1685357368867 -25.1668818925323
-25.4420841822414 -15.2637528987747
25.1104905164475 -29.3308085287999
-19.5898009078166 -16.8302087440254

-9.9994671399692 -22.6426773417677
-4.19447325506519 -22.7742588967352
83.1028198167182 -31.9117733352587
88.6186323699766 -32.0664767110062
-19.5651897832272 -21.0644244539686
45.3963253450404 -28.7814958032012
105.573676547295 -33.1875051948148
-20.5164747718973 -20.9738951651349
-17.9381097675639 -21.444220236228
1.84675644114644 -23.2772368308493
2.57120556078369 -24.2327886662304
-20.266844786823 -21.0332830613455
-44.9572359964983 -18.2615087416101
120.7618567121 -33.7050226379554
50.3853058248563 -30.0022564924373
20.7838073561805 -26.9305258575912
103.155962037806 -32.8475738702858
25.9876265021671 -27.6059887217373
-17.5877944942127 -21.6913055594616
-21.6215537093171 -20.6263498030902
123.679840522768 -33.9899541947481
111.430383352957 -33.4487615504177
-22.9789519791324 -20.3541483858268
32.8921100564981 -28.2578433195939
-15.0380317375883 -22.1177980939288
137.315155727036 -34.1336618863104
-25.9668833168773 -19.9420731507448
-15.1824590099434 -21.723157461572
-41.4204861509957 -19.4266515728877
77.4465275286713 -31.8996683342321
19.872349324171 -26.4413180259011
63.7214774448598 -31.4539207331374
-25.8512361370929 -20.0476312544298
-22.1657907855193 -20.4215809670514

35.8108690936874 -30.6711472603456
45.4336904520464 -31.3536945278152
-47.0186480136452 -13.5137889551763
-25.0462824998906 -14.2772598526082
124.768234904885 -33.1067955566606
60.1813195546823 -31.5911180654393
105.806455587397 -32.9900495553824
-21.4059496760917 -14.2788607483262
-9.62474703358609 -23.0092735187599
18.4170688606205 -28.7772853802944
-14.1663024348175 -15.2093612646607
-14.0761485178158 -21.2267459940575
-31.997372252871 -13.7055786930702
12.3227868241801 -28.2387052479652
-30.8555424894024 -13.7650856787972
1.639410643077 -26.9072484208913
64.7629135003463 -32.6468770552224
-13.5192746995573 -21.7073503089037
6.06612658380529 -27.6813625856293
24.5854415616745 -28.8957612769578
-27.9309247154231 -14.1893674766708
-48.4245835914708 -13.1175056006657
71.7620046600618 -32.6505996455668
-8.42266242382449 -23.7357760689231

93.6204422474655 -31.9453056618683
48.5546227586679 -27.5092085940099
-7.63500570387061 -21.4454176786425
30.4821304029378 -25.0145570720367
15.9815531046513 -23.3995820591967
96.0316932605561 -32.3423324527454
13.9099552029048 -22.6140709650664
-8.93136007795571 -21.2368145230161
7.56088596183435 -22.537054804267
37.6611338148637 -26.5090039703601
-2.11186836895305 -21.7534092490978
-12.1301138865136 -20.8701384698458
-19.5454906834426 -19.5975843318376
18.3463573081971 -23.7723946706505
89.1546885836742 -30.4565423817661
43.077597005425 -27.2245961502917
65.2957517604331 -29.0848894859612
32.0607628119673 -25.450934808541
77.3121974350152 -30.2721281089784
90.4614162958742 -31.3741246411807
85.3947401127904 -30.2807026273628
46.6897034426165 -27.402630737665
54.2434492872865 -27.6751246882363
4.2860132570688 -22.362507471724
35.4699320975134 -26.0761484282343
33.38189451104 -25.5866023218024
17.3115131883374 -23.5421811926785
-12.4871090894026 -20.8278862496654
-14.8933564080954 -20.7051696097658
55.0790826483658 -28.0617929877193
3.51505719360199 -22.2956387672426
119.987464391085 -33.2212984631919
8.49445929797319 -22.5927686297592
2.8628559767582 -22.2478110984189
13.9759693543841 -23.2169718473621
86.770642394979 -30.4279577746086
31.8462921381742 -25.115052800786
26.5145514226917 -24.6588530062719
100.620573351305 -32.7169075922893
153.568021432924 -33.4943165473989
18.2986145154774 -23.6491475792565
63.6585929105954 -28.880416160391
-0.260817504323134 -22.0602938996433
32.3870282801957 -25.542183757941
60.6080859479778 -28.5282827659363
-15.4580017222629 -20.5765809333607
21.6934853977905 -24.1595174562854
-18.7934799886049 -19.8170373473682
4.5787270453463 -22.383994037412
73.3747158306449 -29.8527158887222
-16.1137864848007 -20.5393479973597
91.1215589721326 -31.6347603448685
-3.69740325745426 -21.7378791746585
68.3914946294973 -29.3710806534189

20.531749974124 -26.0977970270118
15.1569640999995 -25.4280070369805
67.9257735613524 -31.1347944027871
-24.9092664323173 -18.6791486080391
23.8249540282717 -26.8417939212176
84.1241590627348 -32.5130353222223
123.220589580926 -34.3971309200963
28.1785631036203 -27.3869050564842
-27.7458565016244 -18.3304739591954
97.0867509403926 -33.3456131811761
34.0196251416859 -28.0395467582367
0.982950847214369 -24.1438836744512
128.719027038464 -35.3457869010796
-17.0054644284447 -20.2563835096531
70.9976419710611 -31.2627501143881
112.4132255294 -34.269014303553
-24.2066044252173 -19.1073603424778
107.112121730254 -34.2480395238045
106.345244623763 -34.1620034913308
107.044539625651 -34.2143979728705
-13.3152392115797 -20.7862869342973
89.3821358724036 -32.7798937419755
13.2136852259703 -24.896570761316
69.5189874142788 -31.1749097209323
-5.47667168363213 -23.3246386665163
8.35655357301582 -24.7581993823787
66.7117177405945 -30.6907662527384
-28.9471815113432 -18.1404589818623
64.2293403359704 -30.5764940863484
-8.63288950908739 -21.1237078958678
-18.9031879177621 -19.2933095833199
23.8032962543703 -26.3703656454077
79.5251957599083 -31.871120196475
-24.6489177501689 -18.6995786674974
-7.84923089298093 -21.5123178410633
95.9389811457247 -33.2116497947699
33.6727346061808 -27.7014580773204
43.326425035263 -29.1018352126764
82.8282450319339 -32.0129909524409
86.2191195690419 -32.5272012405229
75.5994727479406 -31.6134721602578
-18.3737873777096 -19.7984667649444
103.230117002878 -33.7695078035481
-5.74394414454307 -21.7373407866258
-30.0447864561775 -17.4365793675187
51.1834558596863 -29.2685433976366
14.714197668399 -24.9254739481397
36.7629670483844 -28.4313587720557
131.616255108194 -35.5271278726938

-1.18221195919 -26.3457864359715
125.764498409437 -33.4766478168574
-15.2455269546324 -22.7726206520699
124.270401890157 -33.049579145477
-19.636544795595 -17.0588084898005
-13.657635602484 -23.2004651842218
95.2614715939858 -31.7450798682738
-17.8593985537993 -20.9011033602653
-16.0053145166046 -21.6184757427353
-17.5436530722419 -21.4657605880302
18.1065538798056 -28.7134170875479
1.56821166591712 -27.9228637637992
47.969755767374 -31.5088992250985
-2.701970939637 -25.9570191235952
-6.85955899880745 -24.4553361750175
6.04212681638434 -28.3247229828347
-3.03295537821009 -24.9363241775472
-9.11419420016371 -24.1994804590228
-3.51541723863429 -24.4903821711531
-12.5806181643071 -23.2546363037477
129.970689266537 -33.8291844354327
31.4167784852859 -30.3564005702276
18.4977481780618 -29.3991398581624
121.594263798023 -32.9246378834354
-20.2942738664776 -16.5858745297239
-11.8617280162148 -23.4798109263231
-13.7930317206856 -22.8830545337889
-18.1401674304965 -20.7035857479761
-15.4028763448629 -22.5469655526357

-26.1402383727912 -18.799059676025
20.139647079829 -27.3518712012861
16.1126855306023 -26.6434154792614
-21.2422296091796 -22.6813210857848
95.6478031863958 -31.4372840005274
21.3732946764209 -28.0121261883991
-23.8258734870233 -19.17163147347
15.0244753109809 -26.4448297041931
-20.6944426641404 -23.3741513092018
7.33125496766182 -25.3001175681873
134.672669214715 -33.7330197649865
-2.12317703944719 -24.5546614555372
-27.0273310648968 -18.7232617636512
26.4951830574235 -28.3285437904182
39.9937466181344 -30.0256102397573
114.140329655088 -31.9311049006626
55.5657922549584 -30.2746472342334
27.0974154751652 -28.9078507984333
126.27271883726 -32.3668215859534
75.7172459709907 -30.7518489692748
-11.7554837544571 -23.6926698102559
-24.4601793481749 -19.0622719785293
-2.47896940541287 -23.7750407445051
122.350698037115 -32.2380474691692

36.2910592511604 -30.6996409895851
52.4170649155683 -32.2510057058738
67.2811704205935 -32.5807559476036
8.89013524251921 -25.141360790839
2.24468986913486 -22.1724695193703
117.568831154794 -32.6943566985444
-8.91179717842952 -14.9551646676096
0.166375007914893 -21.2598441629376
22.3738252011945 -28.0924816549997
1.98015331107049 -22.1426200855681
-3.95056427386161 -16.325848383251
-11.7045714388833 -14.6161173315668
3.21893477470064 -22.45589508922
-0.506096797200021 -20.9786357437747
13.0715556435423 -26.3188107123737
1.34768807282916 -21.6463881257266
3.82343259477343 -24.318646708707
2.49564714263021 -22.3165829997218
1.47902743843678 -21.7302173980378
43.5456302322908 -30.7213419970651
-5.64846079945378 -16.3250984989731
141.306690742965 -32.7514748236054
12.0441140995099 -25.70181445783
-7.19588491888034 -15.807950684784
47.1742157643332 -30.8822546806033
31.9318578262438 -29.6146837653299
49.1421156073161 -32.1042323979666
16.8740108743401 -26.7872888740885
19.4882347463501 -27.7171737575733
19.1708581384456 -27.5333060415887
64.8576680824974 -32.3450125193339
23.3059423747411 -28.5558987880162
29.0315352954547 -29.1365792396784
23.5153250392649 -28.5608728284078
3.30818859065589 -22.608169694404
-7.2492987104356 -15.4578086134722
-2.26513363861407 -17.2276593637224

71.4067666994046 -32.746527899097
7.19003084004682 -30.2011966199301
82.6111551761132 -32.8413429337739
-13.4299436728854 -27.8448113856775
2.39387512032089 -30.1745465177343
28.3188265835913 -31.4317025539469
-22.6950923804972 -26.3999268737592
55.7454720110287 -32.3253612901183
-25.0514056991204 -24.3950611239855
40.7603098470522 -32.0925944250491
92.4923651040134 -32.8984875927163
-27.578969579018 -24.1005743775449
0.90736615019631 -27.9054329478539

-31.946012006275 -15.0844149611278
-0.434206633687943 -27.0109451755132
-35.8782954879495 -13.1969340757691
-3.77745711014079 -23.3506564023655
-15.6051186770858 -22.268680407617
91.3806069273645 -30.8591715597985
-7.46699867997014 -23.0191137116218
79.153950578498 -30.599166933855
53.1378679720973 -27.6588972257935
-17.491508248932 -22.1595073576347
-1.70997783558965 -26.9581511902608
106.482253420285 -33.487658669877
73.2189263074787 -28.582466836753
54.5311583221098 -28.4153201444249

51.4627389878188 -27.4946549438795
77.1699590161295 -29.6883096254947
2.64993454962672 -24.5312342354577
118.633797958612 -33.3189775459307
-23.0923337335679 -22.8781467747559
80.0227906986431 -29.8498318997319
46.0344575576524 -26.6079960629661
85.2912941678522 -30.2162566782078
35.1683649450174 -26.5027649055599
27.4797262767329 -26.0211283894566
49.9108339273318 -26.6194231556949
98.7860721265861 -31.5432758504975
65.4779832455629 -27.5541437311119
-8.86527020353928 -23.4043666301437
63.5678788633026 -27.5378169183195
65.6587999303399 -27.8314449446175
66.2182683505902 -28.2113906600704
22.6921822433435 -25.1409807293385

26.35089933877 -31.6405955895661
-11.6807755187469 -20.2032816683685
-9.74895984653572 -22.8862892468367
130.715177740706 -33.131434429151
-23.130218392949 -13.6383788973062
-3.37511161541768 -27.9154132232852
-14.8482230719189 -18.6629595461694
37.0975811700789 -32.0222745998264
-4.65523706086877 -27.6185824233063
-16.2663259650825 -17.0108592850656
-9.57014865157438 -23.8619095930546
118.909540205683 -32.7569720791641
-9.4000535862072 -24.2583016232988
5.74844659719445 -29.702826701661
-14.7883997971012 -19.0102560659036
-23.4474285386493 -13.6291690428576
-20.3232299334248 -14.3865988981744
35.9937667044117 -32.0182474926735
-15.0260030915491 -18.6108036704054
-7.79556780609037 -25.0478395165185
-17.8731547737341 -15.4598233237462
-13.320817596741 -19.5293818175306
11.0638919009966 -29.7988286791749
74.1521479976241 -32.4229426412343
136.820783476365 -33.4849839421176
102.961787064262 -32.5650230435745
44.3710622177293 -32.0743686567908
23.9134394434162 -31.5896606093719
-20.0492455923599 -14.6796073388928
15.7631759395703 -30.8933893267834
-15.9338951703669 -17.7063051372177
-2.5002081699675 -28.1252898722395
2.01426220394461 -29.24439369729
-10.081263850249 -20.3537637107843
137.43367550896 -33.6310821278442
30.4144838600442 -31.914555064896
-12.4756777039357 -19.5442662523096
58.1316526679675 -32.2217861039039
-6.52955681144639 -26.4320873922301

31.7551636971894 -26.5685258584948
15.0619883317356 -24.7166630074616
71.5279100433747 -29.2185437448375
-7.79387633819559 -21.7154008671338
8.55987252731667 -24.0880928889894
10.8029366108243 -24.4235259114581
73.8243342617282 -30.0805736450461
16.4041519728815 -24.8643930139557
45.437221894232 -26.9853071150751
26.3469133060357 -26.1470145365956
17.8013202181289 -25.3071951980275
52.848649927107 -27.7532849696639
10.448480725679 -24.3681172834455
12.1764915343531 -24.6416958411592
7.52924627129802 -23.9115343161722
12.0002148812911 -24.6093100145282
40.7594642774989 -26.9802609371354
128.788634939449 -32.9837953931632
99.0148760643774 -32.2562632927548
-12.8002392391357 -20.5532006998567
18.2726395765576 -25.369323247715
23.2843528948206 -25.9290306828161
21.113465975307 -25.4992938847141
25.6780114247815 -26.0937272176273
65.570658607638 -29.1776683836681
-20.8996592045265 -11.3557485746019
-15.8940946851845 -11.6985982424303
99.1961111120449 -32.546696227718
60.8258364556983 -28.2351260696954
34.3646140279233 -26.5948998747602
-2.95507795585257 -22.2281440897882
50.248210344695 -27.2179974667591
80.5704618166025 -30.3267886299783
92.9727738164658 -30.7033922606144
-7.34329585233536 -21.7789230311004
54.6922509062194 -27.9392653098672
-1.74740876582108 -22.4512044923956
9.19355633782856 -24.1938898116898
-11.787978181347 -20.9645938193171
10.9598412270539 -24.4649945506072
5.7215022255118 -23.657099303089
-6.65559608243818 -21.8574954240804
-0.996238045695679 -23.0170976915341
135.546082165861 -33.2796243735127
88.0695907650306 -30.3670984564882
-0.0673780200369479 -23.5757698886769
-22.4639049691491 -10.0786922460909
93.9320603093451 -31.5350427761784
107.245274712135 -32.6529388041745

117.552703824113 -32.3538335193788
82.8285973684487 -29.0012415809595
43.4980930769726 -25.838154982357
106.612834636798 -31.3795538514356
-9.68818213273647 -18.4732376334487
87.3870697806678 -29.0540473728237
0.674183428366299 -23.4597854083831
101.746494757706 -30.5297153077626
117.837040130017 -32.630206294932
-10.380480399635 -17.5479857024193
35.0300288070009 -25.1955508812938
36.4326581545444 -25.4389100761721
69.5095110730778 -27.4146339786488
64.4931725869051 -27.0074717105475
8.58988158160252 -24.200661655141
76.3675762561228 -27.7015151230601
97.5894400647938 -30.3737841691684
106.931075329562 -31.4705537759186
30.6462762291039 -25.1295889878339
77.1342152941703 -28.4890539654363
124.480524893493 -32.6841692354181
105.423483738298 -31.3582060309662
72.1188380522741 -27.4851142861295
91.8500016158287 -29.703225382908
108.03607548662 -31.4972012161914
66.6480026463213 -27.2562281843971
58.5854552697366 -26.633930156731
97.717256177552 -30.4867527260519
-13.9263758108852 -15.0363611928297
111.196851759647 -32.0654296010957
-8.56021472823524 -19.0541019340221
47.0103310709893 -26.6079927057651
-6.20781323516966 -22.1981949072908
64.6508779980742 -27.068789101022
-1.3353217500995 -22.5455530817334
64.0885761801579 -26.8818249836261
28.5734797562188 -24.4450283665976

93.815822765274 -32.0575751541533
-19.3922821528473 -29.3339953230397
62.4205366569771 -31.6460773520875
94.5641622103086 -32.1360751101148
51.5863198746955 -30.9301911455055
117.257400138234 -33.1687340903115
-29.8528511757489 -28.6001334993501
41.5524858264344 -30.4416547140957
-43.0510557396154 -24.9548605054671
54.9680531108013 -31.2552988591706
2.10925834781535 -30.2151384725657
-21.757634202994 -28.8377983245972
42.3084864063707 -30.8937676275756
-39.8735224352186 -28.4138039733334
54.6517930269751 -31.0468618025695

59.5340986751988 -31.0544909301491
13.5021438204626 -28.6088089123892
22.0325330138435 -29.201735670735
-0.11335054746651 -28.2060364781086
63.9688708219004 -33.0356189582524
112.449646949031 -34.3123340210373
-19.4154587019791 -25.7698004550234
92.9951565318074 -33.7966719114852
110.854798833628 -34.0025172868872
22.9782139790294 -30.7876191033434
28.3331749479745 -30.9243742089096
-12.047415283303 -26.2149300777112

27.7383251397968 -32.9067456954693
-57.1986170536644 -29.0944392692996
78.9162972527935 -34.0825064799629
36.4026273993527 -33.5482837653498
86.5290544160849 -34.2835101133253
-38.5830608756441 -29.7839002288522
110.295016286104 -34.8240519840384
105.077428694431 -34.4058829352585
-61.2160016231528 -28.1274808926037
10.4723342299424 -30.9419898319988

-33.350285162091 -22.2458291689993
-26.7040782809363 -22.7434686171437
28.4864137318088 -29.8831659313854
-22.2350335050403 -24.0018744702921
69.634720320429 -34.4987723238883
51.9813337573799 -33.1131414925848
6.02442016085187 -28.8363819675164
-19.6202194739311 -24.1555812623362
-16.0169027214299 -24.3919007015785
3.5055396241036 -27.6956175341611
-16.5032862220318 -24.2696536771115
-0.551786492608134 -25.0668107524473
31.9845764511462 -32.1006051914447
-25.6277477773027 -23.1788907702664
-33.6535101639881 -22.0982829329727
70.0849752074699 -34.7283474744463
-33.2647214178455 -22.4653332740258
-22.644546612227 -23.5596960217575

-5.53281706589214 -27.8686726455838
73.4500849137738 -34.6471695269463
-19.7038422976672 -21.2791827210871
26.8670730722269 -33.5605884529662
-23.1986621354146 -20.9980171729516
78.3863460794636 -34.8761862566139
-15.0417331122334 -22.2701089957826
-23.9607510261117 -20.7220106287249
19.2938488725295 -32.6199296815979
-1.02782378367012 -28.0042329694378
-8.70504413567884 -25.6548166540322
-17.2436514282251 -21.9582298612116
36.1305166928677 -33.9094758559522
-11.8761537019374 -22.4651369582914
-7.26287225363851 -26.2873680633262
-5.8868852191605 -26.7940390128335
8.24574714580334 -30.4939476875843
-26.2026079002462 -19.5685974766051
-25.693494827818 -20.021582562664
0.259764530396318 -29.3744770053614
13.2425641493435 -31.4552770647881

-24.0428088919455 -22.5475933707297
-55.1289588191847 -19.9006580967089
-54.8796855367662 -20.1280313816276
-50.604962424931 -20.4984270564679
-56.2319973941712 -19.2664418865039
29.9532742645899 -33.889262866583
-13.8252264250583 -27.1067661688338
-60.4252086880116 -11.2424494661163
-3.99621550627933 -28.8148193145678
-17.2773217897933 -22.9869101472723
-9.05694954444127 -28.6780761041081
5.88471656268198 -31.9018365306376
-34.8562507171876 -21.8379121364413
-55.2647107201483 -19.6741934770121
-20.1279920114515 -22.7479249759861
-38.454625780697 -21.3848122684742
-14.2117863150649 -26.9481119484619
-44.1052304342608 -21.0073871733801
22.3480932314724 -33.0145807018137
-27.7681536350798 -22.3412198104761

-11.2392795904035 -19.7412244429047
-21.0687570916732 -12.5791712600331
94.4332215632017 -33.0737183004898
-2.3138724423185 -24.8152511648134
51.3170952668896 -27.9962542858933
-13.8087556827451 -13.6434729894717
53.7629486906742 -29.5269782386751
-12.378579883345 -19.5695303060513
62.910856747442 -30.0953083080799
19.2265239698223 -27.6089983631101
-9.88150647151163 -19.8237581778297
-18.5343416423989 -13.1501693231371
-15.9148944520888 -13.4122641834459
-12.6564880850597 -13.8715152829229
-11.7551519682737 -19.6984501409473
-20.2328795373212 -13.0909526693351
16.4656126156123 -24.8195593940103
-12.2069146550808 -19.5944777037002
-5.35437194504456 -23.1128204931802
-21.078779211906 -12.5383904184981
-8.54230714664986 -19.9150545953434
-6.07909439268866 -20.6201289166705
-17.8392481157743 -13.3787516319603
-21.7895134859112 -11.7815608190537
-5.81931544851697 -21.6040929584579
-8.13453119019356 -20.3949178890097

-12.7140489458053 -19.4631327990149
-10.80808931288 -26.2036696499726
-50.4070841266579 -16.0168378119195
-51.5456833401914 -15.2615151956948
37.1759372870933 -31.9639813295562
90.9786234151086 -33.007816909134
101.52536466416 -33.9519559601461
-31.9751553447094 -17.2956079485167
-19.6343677101518 -18.8412926943511
-50.9197331571119 -15.7810139125246
3.56499502839054 -29.9808588920813
-5.79132144883171 -27.2979426694066
-48.5258194492972 -16.4290873735869
23.4158420382431 -31.6305792773231
1.49643173480538 -29.3412404564721
19.6761114885483 -30.5888119740318
-45.8651174025597 -16.624569973129
-11.205269914957 -24.3377563073039
43.2911014234087 -32.0241368602336

-12.5828792603219 -23.4472854463451
42.033515043634 -32.3692639593056
-70.6804633106629 -18.8875060196634
-17.687657695321 -21.5896529766304
-4.58164665603174 -27.8278968507246
-7.45083253683175 -25.5510550097596
-22.0165424916439 -21.1363140722516
-13.7882798359263 -21.7321543171895
0.100757821619398 -29.2953005380516
117.145526315157 -33.5714169865665
-51.4283793850981 -21.1089947305323
78.1101340624464 -32.8760742978133
19.8018459720693 -31.7566947186444
6.22772450342104 -30.9892678959843
47.7191400999559 -32.6606556278965
110.494155895399 -33.1973105654223

1.74157828929537 -21.2830221017373
58.4612973335722 -28.7783646336337
57.6114323068717 -28.5559111148341
26.5010419434074 -25.3049573571017
-11.1412876986574 -17.308042467617
72.7449615252004 -30.5430883605799
25.6844831344147 -25.2937010311418
-0.0942530772869983 -20.6095748645413
15.4430563667573 -23.7242086817859
33.7124012315105 -26.2953968639034
54.2235106992939 -28.316358832915
34.4875438177187 -27.1639470261948
64.8304575872882 -29.6107147502427
-14.5882149036135 -15.5264273156847
98.1690934743874 -31.380750957733
-13.1939076080779 -16.9837615272977
31.8808440120998 -26.1407667210167
7.49629022895437 -22.692425064563
8.40929102442272 -23.193943912576
-1.24978135077307 -19.7309152957518
7.59486228720686 -23.1786367153007
59.1899414593785 -28.8707165984388
103.014237889691 -33.2028530594397
77.9356371715265 -30.9284009667682
117.758212543779 -33.6629652420549
-15.449202644114 -15.117358209524
-14.4812826441167 -16.392174467788
18.9378875426124 -24.6531388285746
-1.2323958894232 -20.4466248490618
17.1283769357178 -23.8548481960603
4.3600590396799 -22.6068052870792
52.547273270915 -28.0164656142393
2.66894039888482 -22.1106854931672
57.7065489899993 -28.7295814000624
56.3324303164911 -28.5077009290595
-4.11269117402834 -17.7213937478469
-2.23616961212838 -18.9623675269319
-8.12051778517063 -17.483545271907
30.3053841105826 -25.8804591268729
-13.7528992567719 -16.7636288648781
58.1325994201226 -28.764807837867
31.1595923819915 -26.0655670214519
12.2816181379154 -23.5885080094206
62.5127418469873 -29.2398713901854
-7.60867299336681 -17.672597056001
67.2955295725103 -29.9342628997944
89.9908250255779 -31.0560817439343
0.252931764621664 -20.6738004823812
0.894849366415629 -21.220442575773

119.273929121956 -33.203090342124
101.156019236398 -32.4062498404847
6.03415827755433 -30.6373911241307
-8.73444193682733 -27.6513337846028
2.5941974743185 -28.617340952499
-43.1801895776539 -25.6946928460463
-56.8775162341674 -23.9138023061828
14.212262288992 -30.9020223272806
33.9428262781739 -31.7781646191745

54.8338698371903 -26.5508320836666
0.220219199000238 -21.2397592892647
94.9065256455892 -30.4132255924524
-22.8967901469902 -17.4211183562568
131.970095263014 -33.1239955037566
-8.05899325070508 -20.4847828758667
71.9831029501714 -28.2881922483542
94.2825661519119 -30.4056080018953
-13.2661489385555 -19.8209888083905
21.8721080445257 -23.6839554440931
119.187846911087 -32.2461676173541
-21.4548516022974 -18.6191375118714
20.31681193153 -23.4882716055933
24.3945313246437 -24.2337038455493
42.5372453285629 -25.4807537039102
-15.6008947089025 -19.2991353350475
122.085677640603 -32.5136631210029
47.9093661260069 -26.0950665113013
19.3297384244053 -23.3520414399811
8.62489977669128 -21.5951044445662
16.0087452916025 -22.8080175954087
76.5285916684573 -29.0340581161181
51.519123231511 -26.2592267747517
116.508067823545 -31.9987045293591
117.606466940449 -32.1491856634
23.0696100439756 -23.8743262689778
-4.05797305875239 -21.1873354873723
18.3680209096402 -23.1048671293377
44.5969473441559 -25.6536258396782
33.7710158907618 -25.017344164894
56.2971993257492 -26.5988916578304
30.0943983965605 -24.8424533809551
59.7745519491872 -26.979803054293
-5.16172015465918 -20.8591451428542
-18.7046483289775 -19.1689655262351
96.2207841466229 -30.9741235210648
45.4264327852633 -25.7822204292588
73.9736626626681 -28.7518317294502
139.499189927185 -33.6038344722459
-9.40986709288882 -20.1375443574632
28.3526305013221 -24.6371117041656
10.1629068800967 -21.7475483810187
17.020206030052 -22.9585347696689
65.126637754003 -28.1081891802398
133.570411138767 -33.1897483418141
77.1829178165568 -29.1900423183778
11.1928485851643 -22.3217797854095
85.5624801856236 -30.086615439945
5.13826190070384 -21.3392104490209
39.4585951945842 -25.4457228579602
72.2557816578929 -28.6860305767254
61.8045675864101 -27.7399633870497
81.0778259610528 -29.2131153299693
129.279489282245 -32.9007503027051
19.5675696306966 -23.3856061069981
31.9121015731927 -24.8471201509476
19.4686915823925 -23.3546647732697
117.711357281141 -32.1709236567959
28.0934754359463 -24.6176115130361
103.425665964164 -31.3807737274124
122.051100343927 -32.3972352194475
58.3858196809318 -26.7050021998045
